---------------------------
Heuristics parameters:
- Init with random weights
- Random weights if needed
- Select best weights at init
- Variable batch size
- Variable learning rate
- Variable Sigmoid gain
- Force stochastic gradient descent
- Layer skip enabled (ResNet like)
---------------------------
Processing dataset
Creating a new network
 - Selecting best weights
Estimated duration for training and optimization: 137500 ms (2 min 17 sec)

Iteration number 1
NMSE is 19.705 on Training Set and  4.737 on Test Set
NMSE is 15.215 on Training Set and  4.505 on Test Set
NMSE is  1.016 on Training Set and  0.203 on Test Set
NMSE is  1.026 on Training Set and  0.202 on Test Set
NMSE is  1.041 on Training Set and  0.201 on Test Set
NMSE is  1.019 on Training Set and  0.199 on Test Set
NMSE is  1.024 on Training Set and  0.198 on Test Set
NMSE is  1.032 on Training Set and  0.196 on Test Set
NMSE is  1.040 on Training Set and  0.194 on Test Set
NMSE is  1.040 on Training Set and  0.193 on Test Set
NMSE is  1.015 on Training Set and  0.193 on Test Set
NMSE is  1.010 on Training Set and  0.192 on Test Set
NMSE is  1.001 on Training Set and  0.193 on Test Set
NMSE is  0.992 on Training Set and  0.194 on Test Set
NMSE is  1.000 on Training Set and  0.193 on Test Set
NMSE is  1.006 on Training Set and  0.192 on Test Set
NMSE is  1.009 on Training Set and  0.188 on Test Set
NMSE is  1.003 on Training Set and  0.188 on Test Set
NMSE is  1.000 on Training Set and  0.187 on Test Set
NMSE is  0.999 on Training Set and  0.187 on Test Set
NMSE is  1.011 on Training Set and  0.184 on Test Set
NMSE is  1.017 on Training Set and  0.182 on Test Set
NMSE is  0.997 on Training Set and  0.183 on Test Set
NMSE is  1.001 on Training Set and  0.183 on Test Set
NMSE is  0.983 on Training Set and  0.182 on Test Set
NMSE is  0.977 on Training Set and  0.182 on Test Set
NMSE is  0.954 on Training Set and  0.183 on Test Set
NMSE is  0.951 on Training Set and  0.183 on Test Set
NMSE is  0.952 on Training Set and  0.180 on Test Set
NMSE is  0.974 on Training Set and  0.178 on Test Set
NMSE is  0.965 on Training Set and  0.176 on Test Set
NMSE is  0.983 on Training Set and  0.175 on Test Set
NMSE is  0.961 on Training Set and  0.175 on Test Set
NMSE is  0.957 on Training Set and  0.176 on Test Set
NMSE is  0.936 on Training Set and  0.176 on Test Set
NMSE is  0.933 on Training Set and  0.175 on Test Set
NMSE is  0.941 on Training Set and  0.173 on Test Set
NMSE is  0.939 on Training Set and  0.172 on Test Set
NMSE is  0.931 on Training Set and  0.172 on Test Set
NMSE is  0.949 on Training Set and  0.170 on Test Set
NMSE is  0.945 on Training Set and  0.171 on Test Set
NMSE is  0.962 on Training Set and  0.164 on Test Set
NMSE is  0.941 on Training Set and  0.163 on Test Set
NMSE is  0.917 on Training Set and  0.163 on Test Set
NMSE is  0.928 on Training Set and  0.162 on Test Set
NMSE is  0.913 on Training Set and  0.164 on Test Set
NMSE is  0.916 on Training Set and  0.162 on Test Set
NMSE is  0.899 on Training Set and  0.163 on Test Set
NMSE is  0.986 on Training Set and  0.163 on Test Set
NMSE is  1.003 on Training Set and  0.164 on Test Set
NMSE is  0.972 on Training Set and  0.162 on Test Set
NMSE is  0.983 on Training Set and  0.162 on Test Set
NMSE is  0.991 on Training Set and  0.158 on Test Set
NMSE is  0.992 on Training Set and  0.152 on Test Set
NMSE is  0.985 on Training Set and  0.147 on Test Set
NMSE is  2.135 on Training Set and  0.145 on Test Set
Iteration number 3
NMSE is  0.973 on Training Set and  0.146 on Test Set
NMSE is  1.780 on Training Set and  0.132 on Test Set
NMSE is  1.721 on Training Set and  0.116 on Test Set
NMSE is  1.263 on Training Set and  0.110 on Test Set
NMSE is  0.661 on Training Set and  0.105 on Test Set
Iteration number 4
NMSE is  0.614 on Training Set and  0.093 on Test Set
NMSE is  0.605 on Training Set and  0.093 on Test Set
NMSE is  0.601 on Training Set and  0.092 on Test Set
NMSE is  0.602 on Training Set and  0.088 on Test Set
NMSE is  0.591 on Training Set and  0.088 on Test Set
Iteration number 5
NMSE is  0.606 on Training Set and  0.088 on Test Set
NMSE is  0.628 on Training Set and  0.086 on Test Set
NMSE is  0.617 on Training Set and  0.088 on Test Set
NMSE is  0.607 on Training Set and  0.073 on Test Set
NMSE is  0.500 on Training Set and  0.072 on Test Set
NMSE is  0.489 on Training Set and  0.070 on Test Set
NMSE is  0.482 on Training Set and  0.070 on Test Set
Finished in 5 iterations (9820 epochs)

Actual duration 116104 ms

Verifying on 240 train data : 15 errors (6.25%)
Verifying on 60 test data  :  2 errors (3.33%)
Saving network in file /SectorNetwork.txt

Validation  0: expected 1, prediction 1 -->OK
Validation  1: expected 1, prediction 1 -->OK
Validation  2: expected 0, prediction 0 -->OK
Validation  3: expected 1, prediction 1 -->OK
Validation  4: expected 2, prediction 2 -->OK
Validation  5: expected 3, prediction 3 -->OK
Validation  6: expected 1, prediction 1 -->OK
Validation  7: expected 1, prediction 1 -->OK
Validation  8: expected 2, prediction 2 -->OK
Validation  9: expected 1, prediction 1 -->OK
Validation 10: expected 1, prediction 1 -->OK
Validation 11: expected 1, prediction 1 -->OK
Validation 12: expected 3, prediction 3 -->OK
Validation 13: expected 3, prediction 3 -->OK
Validation 14: expected 1, prediction 1 -->OK
Validation 15: expected 3, prediction 3 -->OK
Validation 16: expected 1, prediction 1 -->OK
Validation 17: expected 1, prediction 1 -->OK
Validation 18: expected 0, prediction 0 -->OK
Validation 19: expected 0, prediction 0 -->OK
---------------------------
Network has 3 layers:
Layer number 0: 2 neurons
Layer number 1: 5 neurons, activation SIGMOID, 15 weights
Layer number 2: 1 neurons, activation SIGMOID, 6 weights
Total number of weights: 21
Average weight L1 norm: 9.53933 (lambda = 0.000e+00)
Average weight L2 norm: 112.53433 (lambda = 0.000e+00)
ResNet-like enabled
Learning rate is: 0.400
Gain is: 1.450
Momentum is: 0.900
---------------------------
